wood_type,species,abundance,compound_class,compound_mg_g
softwood,balsam_fir,1.446,phenols,3_4_5_trimethoxy_benzoic_acid
hardwood,red_maple,0,phenols,benzoic_acid
hardwood,northern_red_oak,0,phenols,benzoic_acid
hardwood,paper_birch,0.464,phenols,benzoic_acid
softwood,eastern_white_pine,0.185,phenols,benzoic_acid
softwood,eastern_hemlock,0,phenols,benzoic_acid
softwood,balsam_fir,0,phenols,benzoic_acid
hardwood,red_maple,0,phenols,phenyl_acetic_acid
hardwood,northern_red_oak,0.055,phenols,phenyl_acetic_acid
hardwood,paper_birch,0.286,phenols,phenyl_acetic_acid
softwood,eastern_white_pine,0.13,phenols,phenyl_acetic_acid
softwood,eastern_hemlock,0,phenols,phenyl_acetic_acid
softwood,balsam_fir,0.077,phenols,phenyl_acetic_acid
hardwood,red_maple,0,phenols,phenyl_propanoicacid
hardwood,northern_red_oak,0,phenols,phenyl_propanoicacid
hardwood,paper_birch,0.102,phenols,phenyl_propanoicacid
softwood,eastern_white_pine,0.237,phenols,phenyl_propanoicacid
softwood,eastern_hemlock,0,phenols,phenyl_propanoicacid
softwood,balsam_fir,0,phenols,phenyl_propanoicacid
hardwood,red_maple,0.024,lignans,shonanin_(2_deoxomatairesinol)
hardwood,northern_red_oak,1.069,lignans,shonanin_(2_deoxomatairesinol)
hardwood,paper_birch,0.015,lignans,shonanin_(2_deoxomatairesinol)
softwood,eastern_white_pine,0.301,lignans,shonanin_(2_deoxomatairesinol)
softwood,eastern_hemlock,1.377,lignans,shonanin_(2_deoxomatairesinol)
softwood,balsam_fir,6.847,lignans,shonanin_(2_deoxomatairesinol)
hardwood,red_maple,0,lignans,methyl_2_deoxo_matairesinol
hardwood,northern_red_oak,0,lignans,methyl_2_deoxo_matairesinol
hardwood,paper_birch,0,lignans,methyl_2_deoxo_matairesinol
softwood,eastern_white_pine,0,lignans,methyl_2_deoxo_matairesinol
softwood,eastern_hemlock,0,lignans,methyl_2_deoxo_matairesinol
softwood,balsam_fir,0.154,lignans,methyl_2_deoxo_matairesinol
hardwood,red_maple,0,lignans,matairesinol
hardwood,northern_red_oak,0.054,lignans,matairesinol
hardwood,paper_birch,0,lignans,matairesinol
softwood,eastern_white_pine,0,lignans,matairesinol
softwood,eastern_hemlock,0.236,lignans,matairesinol
softwood,balsam_fir,0.53,lignans,matairesinol
hardwood,red_maple,0,lignans,conidendrin
hardwood,northern_red_oak,0,lignans,conidendrin
hardwood,paper_birch,0,lignans,conidendrin
softwood,eastern_white_pine,0,lignans,conidendrin
softwood,eastern_hemlock,0.027,lignans,conidendrin
softwood,balsam_fir,0,lignans,conidendrin
hardwood,red_maple,0.2,polyaromatic_hydrocarbons,benz[a]anthracene
hardwood,northern_red_oak,0.088,polyaromatic_hydrocarbons,benz[a]anthracene
hardwood,paper_birch,0.213,polyaromatic_hydrocarbons,benz[a]anthracene
softwood,eastern_white_pine,0.249,polyaromatic_hydrocarbons,benz[a]anthracene
softwood,eastern_hemlock,0.168,polyaromatic_hydrocarbons,benz[a]anthracene
softwood,balsam_fir,0.127,polyaromatic_hydrocarbons,benz[a]anthracene
hardwood,red_maple,0.252,polyaromatic_hydrocarbons,chrysene
hardwood,northern_red_oak,0.107,polyaromatic_hydrocarbons,chrysene
hardwood,paper_birch,0.229,polyaromatic_hydrocarbons,chrysene
softwood,eastern_white_pine,0.246,polyaromatic_hydrocarbons,chrysene
softwood,eastern_hemlock,0.176,polyaromatic_hydrocarbons,chrysene
softwood,balsam_fir,0.141,polyaromatic_hydrocarbons,chrysene
hardwood,red_maple,0.131,polyaromatic_hydrocarbons,benzo[b]fluoranthene
hardwood,northern_red_oak,0.036,polyaromatic_hydrocarbons,benzo[b]fluoranthene
hardwood,paper_birch,0.104,polyaromatic_hydrocarbons,benzo[b]fluoranthene
softwood,eastern_white_pine,0.157,polyaromatic_hydrocarbons,benzo[b]fluoranthene
softwood,eastern_hemlock,0.066,polyaromatic_hydrocarbons,benzo[b]fluoranthene
softwood,balsam_fir,0.05,polyaromatic_hydrocarbons,benzo[b]fluoranthene
hardwood,red_maple,0.132,polyaromatic_hydrocarbons,benzo[k]fluoranthene
hardwood,northern_red_oak,0.048,polyaromatic_hydrocarbons,benzo[k]fluoranthene
hardwood,paper_birch,0.123,polyaromatic_hydrocarbons,benzo[k]fluoranthene
softwood,eastern_white_pine,0.186,polyaromatic_hydrocarbons,benzo[k]fluoranthene
softwood,eastern_hemlock,0.084,polyaromatic_hydrocarbons,benzo[k]fluoranthene
softwood,balsam_fir,0.065,polyaromatic_hydrocarbons,benzo[k]fluoranthene
hardwood,red_maple,0.033,polyaromatic_hydrocarbons,benzo[j]fluoranthene
hardwood,northern_red_oak,0.022,polyaromatic_hydrocarbons,benzo[j]fluoranthene
hardwood,paper_birch,0.042,polyaromatic_hydrocarbons,benzo[j]fluoranthene
softwood,eastern_white_pine,0.075,polyaromatic_hydrocarbons,benzo[j]fluoranthene
softwood,eastern_hemlock,0.038,polyaromatic_hydrocarbons,benzo[j]fluoranthene
softwood,balsam_fir,0.03,polyaromatic_hydrocarbons,benzo[j]fluoranthene
hardwood,red_maple,0.079,polyaromatic_hydrocarbons,benzo[e]pyrene
hardwood,northern_red_oak,0.029,polyaromatic_hydrocarbons,benzo[e]pyrene
hardwood,paper_birch,0.063,polyaromatic_hydrocarbons,benzo[e]pyrene
softwood,eastern_white_pine,0.078,polyaromatic_hydrocarbons,benzo[e]pyrene
softwood,eastern_hemlock,0.044,polyaromatic_hydrocarbons,benzo[e]pyrene
softwood,balsam_fir,0.037,polyaromatic_hydrocarbons,benzo[e]pyrene
hardwood,red_maple,0.124,polyaromatic_hydrocarbons,benzo[a]pyrene
hardwood,northern_red_oak,0.055,polyaromatic_hydrocarbons,benzo[a]pyrene
hardwood,paper_birch,0.127,polyaromatic_hydrocarbons,benzo[a]pyrene
softwood,eastern_white_pine,0.177,polyaromatic_hydrocarbons,benzo[a]pyrene
softwood,eastern_hemlock,0.091,polyaromatic_hydrocarbons,benzo[a]pyrene
softwood,balsam_fir,0.07,polyaromatic_hydrocarbons,benzo[a]pyrene
hardwood,red_maple,0.014,polyaromatic_hydrocarbons,perylene
hardwood,northern_red_oak,0.008,polyaromatic_hydrocarbons,perylene
hardwood,paper_birch,0.013,polyaromatic_hydrocarbons,perylene
softwood,eastern_white_pine,0.024,polyaromatic_hydrocarbons,perylene
softwood,eastern_hemlock,0.01,polyaromatic_hydrocarbons,perylene
softwood,balsam_fir,0.009,polyaromatic_hydrocarbons,perylene
hardwood,red_maple,0.019,polyaromatic_hydrocarbons,indeno[1_2_3_cd]_fluoranthene
hardwood,northern_red_oak,0.01,polyaromatic_hydrocarbons,indeno[1_2_3_cd]_fluoranthene
hardwood,paper_birch,0.022,polyaromatic_hydrocarbons,indeno[1_2_3_cd]_fluoranthene
softwood,eastern_white_pine,0.038,polyaromatic_hydrocarbons,indeno[1_2_3_cd]_fluoranthene
softwood,eastern_hemlock,0.017,polyaromatic_hydrocarbons,indeno[1_2_3_cd]_fluoranthene
softwood,balsam_fir,0.014,polyaromatic_hydrocarbons,indeno[1_2_3_cd]_fluoranthene
hardwood,red_maple,0.164,polyaromatic_hydrocarbons,indeno[1_2_3_cd]_pyrene
hardwood,northern_red_oak,0.039,polyaromatic_hydrocarbons,indeno[1_2_3_cd]_pyrene
hardwood,paper_birch,0.108,polyaromatic_hydrocarbons,indeno[1_2_3_cd]_pyrene
softwood,eastern_white_pine,0.127,polyaromatic_hydrocarbons,indeno[1_2_3_cd]_pyrene
softwood,eastern_hemlock,0.064,polyaromatic_hydrocarbons,indeno[1_2_3_cd]_pyrene
softwood,balsam_fir,0.053,polyaromatic_hydrocarbons,indeno[1_2_3_cd]_pyrene
hardwood,red_maple,0.066,polyaromatic_hydrocarbons,benzo[ghi]perylene
hardwood,northern_red_oak,0.025,polyaromatic_hydrocarbons,benzo[ghi]perylene
hardwood,paper_birch,0.056,polyaromatic_hydrocarbons,benzo[ghi]perylene
softwood,eastern_white_pine,0.07,polyaromatic_hydrocarbons,benzo[ghi]perylene
softwood,eastern_hemlock,0.035,polyaromatic_hydrocarbons,benzo[ghi]perylene
softwood,balsam_fir,0.031,polyaromatic_hydrocarbons,benzo[ghi]perylene
hardwood,red_maple,0.012,polyaromatic_hydrocarbons,anthanthrene
hardwood,northern_red_oak,0.008,polyaromatic_hydrocarbons,anthanthrene
hardwood,paper_birch,0.014,polyaromatic_hydrocarbons,anthanthrene
softwood,eastern_white_pine,0.023,polyaromatic_hydrocarbons,anthanthrene
softwood,eastern_hemlock,0.012,polyaromatic_hydrocarbons,anthanthrene
softwood,balsam_fir,0.011,polyaromatic_hydrocarbons,anthanthrene
hardwood,red_maple,0.006,polyaromatic_hydrocarbons,dibenz[a_h]_anthracene
hardwood,northern_red_oak,0.003,polyaromatic_hydrocarbons,dibenz[a_h]_anthracene
hardwood,paper_birch,0.005,polyaromatic_hydrocarbons,dibenz[a_h]_anthracene
softwood,eastern_white_pine,0.011,polyaromatic_hydrocarbons,dibenz[a_h]_anthracene
softwood,eastern_hemlock,0.004,polyaromatic_hydrocarbons,dibenz[a_h]_anthracene
softwood,balsam_fir,0.005,polyaromatic_hydrocarbons,dibenz[a_h]_anthracene
hardwood,red_maple,0.177,polyaromatic_hydrocarbons,coronene
hardwood,northern_red_oak,0.099,polyaromatic_hydrocarbons,coronene
hardwood,paper_birch,0.156,polyaromatic_hydrocarbons,coronene
softwood,eastern_white_pine,0.219,polyaromatic_hydrocarbons,coronene
softwood,eastern_hemlock,0.076,polyaromatic_hydrocarbons,coronene
softwood,balsam_fir,0.099,polyaromatic_hydrocarbons,coronene
hardwood,red_maple,0,polyaromatic_hydrocarbons,fluorenone
hardwood,northern_red_oak,0.046,polyaromatic_hydrocarbons,fluorenone
hardwood,paper_birch,0.562,polyaromatic_hydrocarbons,fluorenone
softwood,eastern_white_pine,0.409,polyaromatic_hydrocarbons,fluorenone
softwood,eastern_hemlock,0.127,polyaromatic_hydrocarbons,fluorenone
softwood,balsam_fir,0.104,polyaromatic_hydrocarbons,fluorenone
hardwood,red_maple,0.197,polyaromatic_hydrocarbons,1h_phenalen_1_one
hardwood,northern_red_oak,0.287,polyaromatic_hydrocarbons,1h_phenalen_1_one
hardwood,paper_birch,0.357,polyaromatic_hydrocarbons,1h_phenalen_1_one
softwood,eastern_white_pine,0.428,polyaromatic_hydrocarbons,1h_phenalen_1_one
softwood,eastern_hemlock,0.506,polyaromatic_hydrocarbons,1h_phenalen_1_one
softwood,balsam_fir,0.485,polyaromatic_hydrocarbons,1h_phenalen_1_one
hardwood,red_maple,0.117,polyaromatic_hydrocarbons,9_10_anthracenedione
hardwood,northern_red_oak,0.066,polyaromatic_hydrocarbons,9_10_anthracenedione
hardwood,paper_birch,0.156,polyaromatic_hydrocarbons,9_10_anthracenedione
softwood,eastern_white_pine,0.136,polyaromatic_hydrocarbons,9_10_anthracenedione
softwood,eastern_hemlock,0.162,polyaromatic_hydrocarbons,9_10_anthracenedione
softwood,balsam_fir,0.145,polyaromatic_hydrocarbons,9_10_anthracenedione
hardwood,red_maple,0,polyaromatic_hydrocarbons,xanthone
hardwood,northern_red_oak,0.04,polyaromatic_hydrocarbons,xanthone
hardwood,paper_birch,0.057,polyaromatic_hydrocarbons,xanthone
softwood,eastern_white_pine,0.028,polyaromatic_hydrocarbons,xanthone
softwood,eastern_hemlock,0.072,polyaromatic_hydrocarbons,xanthone
softwood,balsam_fir,0.059,polyaromatic_hydrocarbons,xanthone
hardwood,red_maple,0.086,polyaromatic_hydrocarbons,benzanthrone
hardwood,northern_red_oak,0.107,polyaromatic_hydrocarbons,benzanthrone
hardwood,paper_birch,0.149,polyaromatic_hydrocarbons,benzanthrone
softwood,eastern_white_pine,0.25,polyaromatic_hydrocarbons,benzanthrone
softwood,eastern_hemlock,0.134,polyaromatic_hydrocarbons,benzanthrone
softwood,balsam_fir,0.157,polyaromatic_hydrocarbons,benzanthrone
hardwood,red_maple,3.286,sugar_derivatives,mannosan
hardwood,northern_red_oak,4.745,sugar_derivatives,mannosan
hardwood,paper_birch,1.313,sugar_derivatives,mannosan
softwood,eastern_white_pine,9.008,sugar_derivatives,mannosan
softwood,eastern_hemlock,25.571,sugar_derivatives,mannosan
softwood,balsam_fir,17.398,sugar_derivatives,mannosan
hardwood,red_maple,108.509,sugar_derivatives,levoglucosan
hardwood,northern_red_oak,168.254,sugar_derivatives,levoglucosan
hardwood,paper_birch,109.539,sugar_derivatives,levoglucosan
softwood,eastern_white_pine,52.33,sugar_derivatives,levoglucosan
softwood,eastern_hemlock,95.45,sugar_derivatives,levoglucosan
softwood,balsam_fir,81.445,sugar_derivatives,levoglucosan
hardwood,red_maple,0,sugar_derivatives,monomethylinositol
hardwood,northern_red_oak,0.226,sugar_derivatives,monomethylinositol
hardwood,paper_birch,0,sugar_derivatives,monomethylinositol
softwood,eastern_white_pine,0.496,sugar_derivatives,monomethylinositol
softwood,eastern_hemlock,16.758,sugar_derivatives,monomethylinositol
softwood,balsam_fir,4.939,sugar_derivatives,monomethylinositol
hardwood,red_maple,0.189,furans,tetramethoxyisoflavone
hardwood,northern_red_oak,1.099,furans,tetramethoxyisoflavone
hardwood,paper_birch,0,furans,tetramethoxyisoflavone
softwood,eastern_white_pine,0,furans,tetramethoxyisoflavone
softwood,eastern_hemlock,0,furans,tetramethoxyisoflavone
softwood,balsam_fir,0.022,furans,tetramethoxyisoflavone
hardwood,red_maple,0.156,furans,dibenzofuranols
hardwood,northern_red_oak,0.215,furans,dibenzofuranols
hardwood,paper_birch,0.174,furans,dibenzofuranols
softwood,eastern_white_pine,0.149,furans,dibenzofuranols
softwood,eastern_hemlock,0.287,furans,dibenzofuranols
softwood,balsam_fir,0.33,furans,dibenzofuranols
hardwood,red_maple,0,furans,benzonaphtho
hardwood,northern_red_oak,0.163,furans,benzonaphtho
hardwood,paper_birch,0.252,furans,benzonaphtho
softwood,eastern_white_pine,0.347,furans,benzonaphtho
softwood,eastern_hemlock,0.321,furans,benzonaphtho
softwood,balsam_fir,0.28,furans,benzonaphtho
hardwood,red_maple,0,resin_acids,levopimaric_acid
hardwood,northern_red_oak,0,resin_acids,levopimaric_acid
hardwood,paper_birch,0,resin_acids,levopimaric_acid
softwood,eastern_white_pine,1.043,resin_acids,levopimaric_acid
softwood,eastern_hemlock,0.063,resin_acids,levopimaric_acid
softwood,balsam_fir,0.77,resin_acids,levopimaric_acid
hardwood,red_maple,0,resin_acids,abietic_acid
hardwood,northern_red_oak,0,resin_acids,abietic_acid
hardwood,paper_birch,0,resin_acids,abietic_acid
softwood,eastern_white_pine,20.481,resin_acids,abietic_acid
softwood,eastern_hemlock,1.983,resin_acids,abietic_acid
softwood,balsam_fir,19.558,resin_acids,abietic_acid
hardwood,red_maple,0,resin_acids,7_oxodehydroabietic_acid
hardwood,northern_red_oak,0,resin_acids,7_oxodehydroabietic_acid
hardwood,paper_birch,0,resin_acids,7_oxodehydroabietic_acid
softwood,eastern_white_pine,0.251,resin_acids,7_oxodehydroabietic_acid
softwood,eastern_hemlock,0.051,resin_acids,7_oxodehydroabietic_acid
softwood,balsam_fir,0.012,resin_acids,7_oxodehydroabietic_acid
hardwood,red_maple,0,resin_acids,abieta_6_8_11_13_tetraen_18_oic_acid
hardwood,northern_red_oak,0,resin_acids,abieta_6_8_11_13_tetraen_18_oic_acid
hardwood,paper_birch,0,resin_acids,abieta_6_8_11_13_tetraen_18_oic_acid
softwood,eastern_white_pine,1.988,resin_acids,abieta_6_8_11_13_tetraen_18_oic_acid
softwood,eastern_hemlock,0.425,resin_acids,abieta_6_8_11_13_tetraen_18_oic_acid
softwood,balsam_fir,0.943,resin_acids,abieta_6_8_11_13_tetraen_18_oic_acid
hardwood,red_maple,0,resin_acids,abieta_8_11_13_15_tetraen_18_oic_acid
hardwood,northern_red_oak,0,resin_acids,abieta_8_11_13_15_tetraen_18_oic_acid
hardwood,paper_birch,0,resin_acids,abieta_8_11_13_15_tetraen_18_oic_acid
softwood,eastern_white_pine,0.52,resin_acids,abieta_8_11_13_15_tetraen_18_oic_acid
softwood,eastern_hemlock,0.058,resin_acids,abieta_8_11_13_15_tetraen_18_oic_acid
softwood,balsam_fir,0.204,resin_acids,abieta_8_11_13_15_tetraen_18_oic_acid
hardwood,red_maple,0,resin_acids,abieta_6_8_11_13_15_pentaen_18_oic_acid
hardwood,northern_red_oak,0,resin_acids,abieta_6_8_11_13_15_pentaen_18_oic_acid
hardwood,paper_birch,0,resin_acids,abieta_6_8_11_13_15_pentaen_18_oic_acid
softwood,eastern_white_pine,0.249,resin_acids,abieta_6_8_11_13_15_pentaen_18_oic_acid
softwood,eastern_hemlock,0.035,resin_acids,abieta_6_8_11_13_15_pentaen_18_oic_acid
softwood,balsam_fir,0.198,resin_acids,abieta_6_8_11_13_15_pentaen_18_oic_acid
hardwood,red_maple,0,resin_acids,neoabietic_acid
hardwood,northern_red_oak,0,resin_acids,neoabietic_acid
hardwood,paper_birch,0,resin_acids,neoabietic_acid
softwood,eastern_white_pine,0.415,resin_acids,neoabietic_acid
softwood,eastern_hemlock,0,resin_acids,neoabietic_acid
softwood,balsam_fir,0.132,resin_acids,neoabietic_acid
hardwood,red_maple,0,resin_acids,7_oxoabieta_8_11_13_15_tetraen_18_oic_acid
hardwood,northern_red_oak,0,resin_acids,7_oxoabieta_8_11_13_15_tetraen_18_oic_acid
hardwood,paper_birch,0,resin_acids,7_oxoabieta_8_11_13_15_tetraen_18_oic_acid
softwood,eastern_white_pine,0.017,resin_acids,7_oxoabieta_8_11_13_15_tetraen_18_oic_acid
softwood,eastern_hemlock,0.005,resin_acids,7_oxoabieta_8_11_13_15_tetraen_18_oic_acid
softwood,balsam_fir,0.025,resin_acids,7_oxoabieta_8_11_13_15_tetraen_18_oic_acid
hardwood,red_maple,0,diterpenoids,methyl_16_17_bisnorde_hydroabietate
hardwood,northern_red_oak,0,diterpenoids,methyl_16_17_bisnorde_hydroabietate
hardwood,paper_birch,0,diterpenoids,methyl_16_17_bisnorde_hydroabietate
softwood,eastern_white_pine,0.073,diterpenoids,methyl_16_17_bisnorde_hydroabietate
softwood,eastern_hemlock,0.016,diterpenoids,methyl_16_17_bisnorde_hydroabietate
softwood,balsam_fir,0.006,diterpenoids,methyl_16_17_bisnorde_hydroabietate
hardwood,red_maple,0,diterpenoids,dehydroabietal
hardwood,northern_red_oak,0,diterpenoids,dehydroabietal
hardwood,paper_birch,0,diterpenoids,dehydroabietal
softwood,eastern_white_pine,0.075,diterpenoids,dehydroabietal
softwood,eastern_hemlock,0.045,diterpenoids,dehydroabietal
softwood,balsam_fir,0.022,diterpenoids,dehydroabietal
hardwood,red_maple,0,diterpenoids,methyl_6_8_11_13_abietatetraen_18_oate
hardwood,northern_red_oak,0,diterpenoids,methyl_6_8_11_13_abietatetraen_18_oate
hardwood,paper_birch,0,diterpenoids,methyl_6_8_11_13_abietatetraen_18_oate
softwood,eastern_white_pine,0.326,diterpenoids,methyl_6_8_11_13_abietatetraen_18_oate
softwood,eastern_hemlock,0.115,diterpenoids,methyl_6_8_11_13_abietatetraen_18_oate
softwood,balsam_fir,0.081,diterpenoids,methyl_6_8_11_13_abietatetraen_18_oate
hardwood,red_maple,0,diterpenoids,methyl_8_11_13_15_abietatetraen_18_oate
hardwood,northern_red_oak,0,diterpenoids,methyl_8_11_13_15_abietatetraen_18_oate
hardwood,paper_birch,0,diterpenoids,methyl_8_11_13_15_abietatetraen_18_oate
softwood,eastern_white_pine,0.118,diterpenoids,methyl_8_11_13_15_abietatetraen_18_oate
softwood,eastern_hemlock,0.012,diterpenoids,methyl_8_11_13_15_abietatetraen_18_oate
softwood,balsam_fir,0.021,diterpenoids,methyl_8_11_13_15_abietatetraen_18_oate
hardwood,red_maple,0,diterpenoids,methyl_dehydro_abietate
hardwood,northern_red_oak,0,diterpenoids,methyl_dehydro_abietate
hardwood,paper_birch,0,diterpenoids,methyl_dehydro_abietate
softwood,eastern_white_pine,1.183,diterpenoids,methyl_dehydro_abietate
softwood,eastern_hemlock,0.342,diterpenoids,methyl_dehydro_abietate
softwood,balsam_fir,0.173,diterpenoids,methyl_dehydro_abietate
hardwood,red_maple,0,diterpenoids,methyl_abietate
hardwood,northern_red_oak,0,diterpenoids,methyl_abietate
hardwood,paper_birch,0,diterpenoids,methyl_abietate
softwood,eastern_white_pine,0.625,diterpenoids,methyl_abietate
softwood,eastern_hemlock,0,diterpenoids,methyl_abietate
softwood,balsam_fir,0,diterpenoids,methyl_abietate
hardwood,red_maple,0,diterpenoids,methyl_7_oxo_dehydro_abietate
hardwood,northern_red_oak,0,diterpenoids,methyl_7_oxo_dehydro_abietate
hardwood,paper_birch,0,diterpenoids,methyl_7_oxo_dehydro_abietate
softwood,eastern_white_pine,0.104,diterpenoids,methyl_7_oxo_dehydro_abietate
softwood,eastern_hemlock,0.009,diterpenoids,methyl_7_oxo_dehydro_abietate
softwood,balsam_fir,0.043,diterpenoids,methyl_7_oxo_dehydro_abietate
hardwood,red_maple,0,diterpenoids,manoyl_oxide
hardwood,northern_red_oak,0,diterpenoids,manoyl_oxide
hardwood,paper_birch,0,diterpenoids,manoyl_oxide
softwood,eastern_white_pine,0.229,diterpenoids,manoyl_oxide
softwood,eastern_hemlock,0.039,diterpenoids,manoyl_oxide
softwood,balsam_fir,0.362,diterpenoids,manoyl_oxide
hardwood,red_maple,0,diterpenoids,manool
hardwood,northern_red_oak,0,diterpenoids,manool
hardwood,paper_birch,0,diterpenoids,manool
softwood,eastern_white_pine,0,diterpenoids,manool
softwood,eastern_hemlock,0,diterpenoids,manool
softwood,balsam_fir,5.418,diterpenoids,manool
hardwood,red_maple,0,diterpenoids,juvabione
hardwood,northern_red_oak,0,diterpenoids,juvabione
hardwood,paper_birch,0,diterpenoids,juvabione
softwood,eastern_white_pine,0,diterpenoids,juvabione
softwood,eastern_hemlock,0,diterpenoids,juvabione
softwood,balsam_fir,15.434,diterpenoids,juvabione
hardwood,red_maple,0,diterpenoids,todomatuic_acid_(norjuvabione)
hardwood,northern_red_oak,0,diterpenoids,todomatuic_acid_(norjuvabione)
hardwood,paper_birch,0,diterpenoids,todomatuic_acid_(norjuvabione)
softwood,eastern_white_pine,0,diterpenoids,todomatuic_acid_(norjuvabione)
softwood,eastern_hemlock,0,diterpenoids,todomatuic_acid_(norjuvabione)
softwood,balsam_fir,0.454,diterpenoids,todomatuic_acid_(norjuvabione)
hardwood,red_maple,0,diterpenoids,dehydrojuvabione
hardwood,northern_red_oak,0,diterpenoids,dehydrojuvabione
hardwood,paper_birch,0,diterpenoids,dehydrojuvabione
softwood,eastern_white_pine,0,diterpenoids,dehydrojuvabione
softwood,eastern_hemlock,0,diterpenoids,dehydrojuvabione
softwood,balsam_fir,8.133,diterpenoids,dehydrojuvabione
hardwood,red_maple,0,phytosteroids,stigmasta_4_6_dien_3_one
hardwood,northern_red_oak,0.258,phytosteroids,stigmasta_4_6_dien_3_one
hardwood,paper_birch,0,phytosteroids,stigmasta_4_6_dien_3_one
softwood,eastern_white_pine,0.028,phytosteroids,stigmasta_4_6_dien_3_one
softwood,eastern_hemlock,0.037,phytosteroids,stigmasta_4_6_dien_3_one
softwood,balsam_fir,0.12,phytosteroids,stigmasta_4_6_dien_3_one
hardwood,red_maple,0.111,phytosteroids,stigmastan_3_ol
hardwood,northern_red_oak,0.243,phytosteroids,stigmastan_3_ol
hardwood,paper_birch,0,phytosteroids,stigmastan_3_ol
softwood,eastern_white_pine,0,phytosteroids,stigmastan_3_ol
softwood,eastern_hemlock,0.209,phytosteroids,stigmastan_3_ol
softwood,balsam_fir,0.447,phytosteroids,stigmastan_3_ol
hardwood,red_maple,0.065,phytosteroids,stigmastan_3_one
hardwood,northern_red_oak,0.124,phytosteroids,stigmastan_3_one
hardwood,paper_birch,0.062,phytosteroids,stigmastan_3_one
softwood,eastern_white_pine,0.012,phytosteroids,stigmastan_3_one
softwood,eastern_hemlock,0.058,phytosteroids,stigmastan_3_one
softwood,balsam_fir,0.124,phytosteroids,stigmastan_3_one
hardwood,red_maple,0,triterpenoids,a_amyrone
hardwood,northern_red_oak,0.006,triterpenoids,a_amyrone
hardwood,paper_birch,0.051,triterpenoids,a_amyrone
softwood,eastern_white_pine,0,triterpenoids,a_amyrone
softwood,eastern_hemlock,0,triterpenoids,a_amyrone
softwood,balsam_fir,0,triterpenoids,a_amyrone
hardwood,red_maple,0,triterpenoids,a_amyrin
hardwood,northern_red_oak,0.019,triterpenoids,a_amyrin
hardwood,paper_birch,0.035,triterpenoids,a_amyrin
softwood,eastern_white_pine,0,triterpenoids,a_amyrin
softwood,eastern_hemlock,0,triterpenoids,a_amyrin
softwood,balsam_fir,0,triterpenoids,a_amyrin
hardwood,red_maple,0,triterpenoids,amyrone
hardwood,northern_red_oak,0.014,triterpenoids,amyrone
hardwood,paper_birch,0.037,triterpenoids,amyrone
softwood,eastern_white_pine,0,triterpenoids,amyrone
softwood,eastern_hemlock,0,triterpenoids,amyrone
softwood,balsam_fir,0,triterpenoids,amyrone
hardwood,red_maple,0,triterpenoids,amyrin
hardwood,northern_red_oak,0.01,triterpenoids,amyrin
hardwood,paper_birch,0.019,triterpenoids,amyrin
softwood,eastern_white_pine,0,triterpenoids,amyrin
softwood,eastern_hemlock,0,triterpenoids,amyrin
softwood,balsam_fir,0,triterpenoids,amyrin
hardwood,red_maple,0,tocopherols,a_tocopherol
hardwood,northern_red_oak,0.026,tocopherols,a_tocopherol
hardwood,paper_birch,0,tocopherols,a_tocopherol
softwood,eastern_white_pine,0,tocopherols,a_tocopherol
softwood,eastern_hemlock,0,tocopherols,a_tocopherol
softwood,balsam_fir,0,tocopherols,a_tocopherol